label,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
U,-0.033741862,-0.334453851,-0.070066161,-0.00161314,-0.269310147,-0.21731393,-0.006515354,-0.26124981,0.117511004,0.009043455,0.00178194,-0.100829765,-0.009043455,-0.001781911,0.100799918,0.002967179,0.184890509,-0.037524369,-0.00496763,0.166341066,0.195717052,-0.000272959,0.352474451,0.028895263,-8.30E-05,0.3121382,0.315908611
U,-0.036323667,-0.313071191,-0.03942826,-0.008958459,-0.268918186,-0.208096638,0.001615763,-0.247396976,0.143338725,0.001933157,0.001751542,-0.107231483,-0.001933157,-0.001751572,0.107206821,-0.012696147,0.182527184,-0.050572515,-0.017573535,0.164839506,0.212810889,-0.009346187,0.354883075,-0.000671178,-0.011552811,0.315635324,0.335814446
U,-0.034460366,-0.325152397,-0.055780407,-0.002088606,-0.273686633,-0.206033885,-0.007152081,-0.250005513,0.140969843,0.006221414,0.000345886,-0.104513608,-0.006221414,-0.000345886,0.104438402,0.000135779,0.183843791,-0.063661709,-0.004677355,0.176742375,0.186268747,-0.009862244,0.356248498,-0.013695644,-0.009788215,0.325930953,0.293014616
U,-0.02367571,-0.326208562,-0.02654518,0.010875344,-0.269435599,-0.178916767,-0.005563468,-0.253772885,0.154879183,0.008535504,0.000641227,-0.099431247,-0.008535504,-0.000641197,0.099258132,0.001066089,0.180034399,-0.064418927,-0.005420655,0.170508623,0.14771992,-0.00437665,0.354254723,-0.0161798,-0.004564077,0.327057838,0.225665107
U,-0.026573986,-0.32742551,-0.053390693,0.003884196,-0.271646276,-0.217096284,-0.003005207,-0.253135592,0.138190538,0.006655216,0.001088142,-0.109040722,-0.006655246,-0.001088172,0.108969234,0.000146508,0.184120893,-0.053194404,-0.003748,0.17480731,0.200014874,-0.006180346,0.36103034,0.006547706,-0.005963713,0.326393604,0.319605798
U,-0.034580499,-0.322286487,-0.054511204,0.004194498,-0.268939525,-0.210093424,-0.013542324,-0.251792759,0.131228894,0.009310007,0.000940084,-0.103980854,-0.009309977,-0.000940055,0.103954576,-0.000617623,0.182201982,-0.067833252,-0.009166002,0.167804241,0.215017498,-0.00521487,0.356414318,-0.027389554,-0.007280946,0.318980813,0.342392445
U,-0.04105252,-0.325670034,-0.06555301,-0.002855539,-0.270368516,-0.225125879,0.002345443,-0.245229393,0.122775435,0.007534564,0.00012207,-0.105671041,-0.007534564,-0.00012207,0.105592154,0.002696335,0.176437974,-0.037328854,-0.003765643,0.164412856,0.198702976,-0.004728913,0.352687001,0.034872353,-0.005964875,0.32058835,0.323357731
U,-0.031386226,-0.318580776,-0.061432239,0.001682639,-0.265480369,-0.208875716,-0.006905526,-0.25058338,0.128401712,0.006412745,-0.000110656,-0.104904838,-0.006412715,0.000110626,0.104781486,0.000451207,0.185069084,-0.052085247,-0.002257168,0.174639344,0.160348341,-0.000706017,0.359709263,0.016228653,0.000300705,0.329530299,0.252373815
U,-0.033615828,-0.321953714,-0.062100768,0.005215168,-0.265271604,-0.203582361,-0.012435436,-0.250600219,0.117616884,0.008526266,0.001183629,-0.098109342,-0.008526266,-0.001183659,0.097926684,0.00515449,0.183412373,-0.041945998,-0.002681851,0.167592108,0.163197204,0.00230813,0.35603267,0.025651161,0.001408517,0.320271313,0.265643001
U,-0.037849844,-0.325807005,-0.06531921,-0.008222014,-0.269441456,-0.22194618,-0.014267117,-0.251193106,0.126080409,0.008092403,0.000825047,-0.105931453,-0.008092433,-0.000825018,0.105875105,0.002708912,0.181844831,-0.049444966,-0.003688961,0.165760338,0.20873563,-0.001736552,0.358742535,0.003459958,0.000439882,0.321302414,0.333606333
U,-0.016660452,-0.334837317,-0.057427432,0.007442772,-0.271838591,-0.202023819,0.00668329,-0.258555263,0.117401965,0.008556724,0.000805497,-0.098917015,-0.008556724,-0.000805527,0.098648019,0.006614208,0.180489302,-0.04747488,-0.002231419,0.170139194,0.179298818,0.009151042,0.353928447,0.006301829,0.006963491,0.322746992,0.28524521
U,-0.022824466,-0.329735234,-0.03491715,0.001644492,-0.270720556,-0.195333496,0.001815617,-0.255129471,0.140464604,0.007368445,0.000936687,-0.103508398,-0.007368416,-0.000936687,0.103388242,0.002690017,0.183029592,-0.047626767,-0.004471153,0.171426415,0.166809112,0.007677913,0.357789218,0.008650494,0.006474257,0.326505005,0.256143212
U,-0.023346364,-0.329218581,-0.053626634,-0.005494535,-0.271849886,-0.210039467,-0.000730336,-0.257901624,0.119782574,0.008206964,0.001607299,-0.102259941,-0.008206964,-0.001607299,0.102064282,0.003821313,0.18259716,-0.039801184,-0.002978027,0.16861999,0.176821411,0.006757319,0.351897717,0.026167864,0.004838288,0.315983653,0.274310857
U,-0.024112582,-0.327596739,-0.070691064,0.009997129,-0.268149063,-0.219205111,-0.004709601,-0.259475186,0.119916297,0.009538352,0.002409458,-0.103704996,-0.009538352,-0.002409458,0.103652582,-0.004944205,0.186163545,-0.049499765,-0.013183415,0.170257151,0.194986641,-0.009934545,0.357026219,0.011304645,-0.012029231,0.323611319,0.307168901
U,-0.026052028,-0.33151941,-0.079110242,0.010798693,-0.270251244,-0.212804601,-0.013813615,-0.258322507,0.099571191,0.011381269,-0.000614762,-0.096045524,-0.011381269,0.000614762,0.0958203,0.005827427,0.174466431,-0.044594679,-0.003925115,0.164297402,0.153293669,-0.003113002,0.350023568,0.028860556,-0.002896905,0.322556078,0.249957666
U,-0.019097984,-0.330057174,-0.239527836,0.019027054,-0.238102555,-0.249209598,-0.005771935,-0.23971343,0.037092153,0.009043396,0.001813889,-0.088183843,-0.009043396,-0.001813889,0.088201664,0.005058706,0.182046652,-0.063389547,-0.003897369,0.172925949,0.161470905,0.001259625,0.355790019,-0.00275562,0.002172172,0.320615053,0.279183239
U,-0.043302268,-0.320262432,-0.060195751,-0.010793269,-0.272087336,-0.216119766,-0.009002447,-0.258644223,0.118847653,0.00527072,0.002608299,-0.10207127,-0.005270749,-0.002608299,0.102005288,-0.010202259,0.178563952,-0.03192253,-0.013186663,0.162377238,0.202715486,-0.013035566,0.354802489,0.03527033,-0.012624562,0.312599421,0.321994632
U,-0.026583254,-0.334817559,-0.068910345,0.007875681,-0.271694615,-0.217530683,-0.008463621,-0.257941067,0.120782003,0.008867025,0.002261817,-0.103297472,-0.008867025,-0.002261817,0.103196882,0.000631273,0.184050083,-0.052751891,-0.006539404,0.167546868,0.198075533,-0.005488098,0.355432034,0.002737156,-0.005016714,0.316058636,0.318078667
U,0.017310023,-0.337088466,-0.081007786,0.002636254,-0.258885428,0.110573299,-0.012712598,-0.264050871,-0.224010035,0.009997785,-0.002815932,0.100187398,-0.009997785,0.002815962,-0.100284018,0.010561287,0.161882758,0.187709048,-0.005364656,0.173961401,-0.020961018,0.000596762,0.321152329,0.31519559,-0.00412339,0.350134373,0.086869515
U,0.027801573,-0.329176396,-0.053951144,-0.003697157,-0.255688608,0.133853808,0.000945032,-0.268942714,-0.22274451,0.009054303,-0.002025962,0.107205018,-0.009054303,0.002025962,-0.107317947,0.007145762,0.172826767,0.212784052,-0.003932536,0.181800187,-0.010416246,0.001356721,0.329387784,0.342735738,-0.001803696,0.358285725,0.10275235
U,0.044869304,-0.316470444,-0.044370215,0.001041889,-0.249552608,0.134654865,0.016121268,-0.26110962,-0.222570598,0.000350714,-0.003542483,0.107920371,-0.000350684,0.003542483,-0.108035393,0.024032593,0.157265127,0.231576979,0.0230546,0.175137043,-0.014410551,0.013330817,0.309517264,0.377132118,0.007083058,0.347738385,0.088429965
U,0.067593098,-0.314254045,-0.065875411,0.041900396,-0.247579306,0.108179644,0.029477477,-0.26341182,-0.227271691,0.008720875,-0.003847569,0.10316287,-0.008720905,0.003847599,-0.103202604,0.023360491,0.160172105,0.201802149,0.0109272,0.178748846,0.000580005,0.019803882,0.31775856,0.342323571,0.015268803,0.350867391,0.122397944
U,0.018521011,-0.332049072,-0.080546938,-0.004625499,-0.257112145,0.108687133,-0.01163131,-0.266735554,-0.221343756,0.012777269,-0.001748562,0.093216375,-0.012777269,0.001748562,-0.09326537,0.009317815,0.163834572,0.208145216,-0.007003307,0.177983522,-0.017165707,-0.003105402,0.322903991,0.348911911,-0.008741379,0.355102897,0.088312045
U,0.024804592,-0.332688749,-0.085997842,0.004434824,-0.255303413,0.112736158,-0.009395272,-0.267092794,-0.226500213,0.013648033,-0.00185436,0.098489046,-0.013648003,0.00185436,-0.098542355,0.008650899,0.165236712,0.208956808,-0.009796232,0.178434312,-0.010852992,-0.002802283,0.321055412,0.352274925,-0.008763641,0.352636337,0.106782265
U,0.046838224,-0.316709965,-0.067089967,0.0109393,-0.251422524,0.128207743,0.015551746,-0.262125969,-0.2237712,0.004328907,-0.002907574,0.109897606,-0.004328907,0.002907574,-0.110028602,0.027446806,0.16218853,0.215985224,0.02307862,0.178153276,-0.037048988,0.013760924,0.315910697,0.356570214,0.006575882,0.351324677,0.058141485
U,0.025913894,-0.332976282,-0.069866553,0.006014347,-0.251596242,0.119327344,-0.002974808,-0.263850719,-0.212071106,0.00793004,-0.002589643,0.098574229,-0.00793004,0.002589643,-0.098639093,0.01152581,0.159650922,0.181472048,0.000691473,0.175256371,-0.025073858,0.004445434,0.323656559,0.303604692,0.001157999,0.353534341,0.073233597
U,0.035904586,-0.33957234,-0.079749383,0.016712964,-0.259215742,0.10600964,0.007369518,-0.274257451,-0.223018646,0.012520373,-0.001772851,0.098254539,-0.012520373,0.001772881,-0.098376475,0.006757855,0.166562438,0.200487986,-0.007880807,0.18010819,-0.001787415,0.003785074,0.330474019,0.333512366,-0.001285315,0.352857113,0.116788626
U,0.02244699,-0.340275884,-0.090222649,0.007438898,-0.254445255,0.10709811,-0.012218326,-0.267724872,-0.225609034,0.01384294,-0.001319289,0.093939684,-0.013842911,0.001319289,-0.093997352,0.007863879,0.165885746,0.206648886,-0.010388404,0.180613041,-0.015738193,-0.00347051,0.323250413,0.353692651,-0.008765906,0.358126163,0.098510101
U,0.0322299,-0.332397133,-0.06297566,0.007144451,-0.260610551,0.123210028,0.002253175,-0.271738738,-0.220151126,0.010567307,-0.002480179,0.102701478,-0.010567337,0.002480149,-0.102807216,0.01103723,0.163892984,0.202708036,-0.004760176,0.181145668,-0.025061494,0.001897454,0.322797656,0.332879663,-0.005252928,0.357030392,0.072803751
U,0.037994742,-0.318357229,-0.034168784,-0.002198786,-0.250656053,0.130918041,0.008815527,-0.261411101,-0.216362849,0.001045227,-0.003005564,0.104993038,-0.001045257,0.003005564,-0.105115004,0.02273643,0.163578808,0.214125693,0.01627779,0.177689016,-0.01775703,0.015328765,0.316038966,0.353154451,0.00990665,0.353420496,0.081095122
U,0.033726811,-0.32859841,-0.065369502,0.011128306,-0.252479941,0.119398214,0.001415968,-0.271403491,-0.217863962,0.010002017,-0.002713442,0.101298995,-0.010002047,0.002713442,-0.101417713,0.011898637,0.164249957,0.204408556,-0.000634521,0.178760886,-0.009311185,0.010021806,0.319817305,0.337744236,0.008540273,0.351229906,0.096058391
U,0.025019288,-0.334065825,-0.067527384,0.001991034,-0.25364393,0.122477397,-0.0035083,-0.272130668,-0.221770599,0.004295111,-0.002171576,0.104911193,-0.004295141,0.002171576,-0.10504844,0.00938201,0.164491594,0.208724782,0.00248909,0.17656666,-0.009052972,0.00509882,0.322513044,0.340995103,0.005156517,0.346895516,0.103564732
U,0.027647018,-0.329709917,-0.068196289,-8.19E-05,-0.253029019,0.118059114,-0.003022403,-0.269982845,-0.223850295,0.009365916,-0.001612872,0.101540469,-0.009365946,0.001612902,-0.101660877,0.012261271,0.163446307,0.212810561,-0.001498431,0.176952481,0.004365823,0.006976843,0.321722031,0.353644222,0.002605915,0.34808588,0.127714097
U,0.032699943,-0.325416625,-0.070845127,0.01153779,-0.254063219,0.122724243,-0.002078921,-0.268489167,-0.216852799,0.009283781,-0.001660466,0.103756621,-0.009283811,0.001660466,-0.103886358,0.008773685,0.168820739,0.203083277,-0.001093656,0.180571973,-0.022858437,0.002930403,0.326300919,0.33235538,0.002918243,0.354395509,0.07496924
U,0.038757563,-0.325279325,-0.075995199,0.013350248,-0.257181764,0.117737196,0.004528403,-0.272443622,-0.235437304,0.007713675,-0.001873553,0.106360145,-0.007713646,0.001873553,-0.106508642,0.006997705,0.161967099,0.215883687,-0.0044249,0.174627066,-0.001846452,0.005304098,0.326745868,0.354017317,0.00046277,0.349983931,0.122178204
U,0.031980395,-0.334890038,-0.068074912,0.001385689,-0.262204319,0.111251853,0.002137899,-0.27538541,-0.2276517,0.007959127,-0.002499968,0.100180387,-0.007959157,0.002499938,-0.100303411,0.011866331,0.15918684,0.221812338,-0.004011899,0.178248882,0.007022106,0.002086282,0.323480725,0.367419243,-0.001561433,0.346468687,0.129382536
U,0.030863106,-0.329910725,-0.080076694,0.01148504,-0.256012663,0.112885192,-0.006862462,-0.27162537,-0.217665479,0.010439515,-0.00222069,0.096782446,-0.010439515,0.00222069,-0.096891515,0.009414017,0.162564337,0.206666335,-0.005985618,0.178452611,-0.017397668,-0.000659585,0.315127015,0.345586151,-0.005288243,0.349368513,0.081282504
U,0.036612928,-0.333464354,-0.085257374,0.016435146,-0.259824887,0.114701554,0.008624613,-0.271556407,-0.236818746,0.009734511,-0.002362937,0.105411686,-0.009734511,0.002362967,-0.105511218,0.01109165,0.158048272,0.212767094,-0.005222619,0.176091075,-0.008629232,0.002179384,0.321700692,0.351399571,-0.002577066,0.34860456,0.108785592
U,0.014314353,-0.342039779,-0.069694147,-0.002688348,-0.25967215,0.109931812,-0.008039415,-0.271757871,-0.202617824,0.010723472,-0.002035677,0.089576811,-0.010723472,0.002035677,-0.089636646,0.008221567,0.162333488,0.181029335,-0.009204447,0.179268062,-0.011856814,-0.00674206,0.317922771,0.307617694,-0.011379004,0.348560095,0.092949517
U,0.020354807,-0.342901945,-0.073064521,0.004345119,-0.260889262,0.104199514,-0.005254269,-0.270739362,-0.216713354,0.010419846,-0.003415763,0.094780847,-0.010419846,0.003415763,-0.09486255,0.010606647,0.159038246,0.207708359,-0.008593082,0.177273929,-0.002375689,-0.005583644,0.312028587,0.346385211,-0.01113081,0.347233832,0.111248508
U,0.025225401,-0.340624839,-0.068466939,0.005794644,-0.258434176,0.110538349,7.00E-05,-0.270815149,-0.219937041,0.010635853,-0.002506196,0.098454162,-0.010635823,0.002506196,-0.098532625,0.010323644,0.161260366,0.215013638,-0.004453331,0.178744555,0.000860526,-0.003025025,0.314749837,0.357617289,-0.00982669,0.348398924,0.120790914
U,0.026987076,-0.333970293,-0.048833724,-0.005888253,-0.263990626,0.124025136,-0.000128716,-0.27811788,-0.214556217,0.005419135,-0.002954006,0.103405736,-0.005419105,0.002954006,-0.103595398,0.017643332,0.160984576,0.218120098,0.008711219,0.177321434,0.002091683,0.013424873,0.320086241,0.351500005,0.009689689,0.349954486,0.123823836
U,0.023060501,-0.332975805,-0.111004546,0.016386807,-0.258199528,0.101593532,-0.013532341,-0.270992905,-0.240730003,0.014169574,-0.001570493,0.095874317,-0.014169574,0.001570463,-0.09600728,0.012912035,0.163819313,0.197005197,-0.006870985,0.180161953,0.013026595,0.003509283,0.325535297,0.355970532,-0.001843572,0.352405071,0.147742838
U,0.01434797,-0.342802718,-0.233535603,0.001020074,-0.249475896,0.063797437,-0.024249196,-0.252246112,-0.23116602,0.01067847,2.75E-05,0.097206779,-0.01067847,-2.75E-05,-0.097330548,0.006064057,0.165849864,0.188187838,-0.01159811,0.177437663,-0.035298813,-0.000997543,0.317248344,0.326136023,-0.007959306,0.349145055,0.065969132
U,0.044527173,-0.322182596,-0.071162671,0.007647872,-0.259521455,0.119110279,0.014878392,-0.266925156,-0.226846904,0.002825141,-0.004055053,0.103944056,-0.002825111,0.004055023,-0.104036108,0.017802835,0.158400655,0.231259912,0.011844993,0.179256439,-0.005899797,0.01390028,0.314655781,0.38028267,0.011274457,0.358965635,0.102267452
U,0.023861587,-0.337927908,-0.090857871,0.007466972,-0.257007182,0.110687427,-0.010138333,-0.270463943,-0.237886041,0.01241225,-0.001918375,0.100819089,-0.01241225,0.001918375,-0.100895301,0.011896074,0.163174033,0.212752089,-0.00497818,0.17796582,0.00240692,0.004859984,0.325988531,0.361194104,0.00025779,0.352329552,0.125503883
U,-0.03543222,-0.312860429,-0.067526117,0.001138151,-0.256303936,-0.216926888,-0.010554194,-0.238212943,0.12626642,0.007107854,0.001144826,-0.102360711,-0.007107854,-0.001144826,0.102275491,0.000862062,0.181275904,-0.064283073,-0.012261152,0.161149681,0.217980713,0.003560483,0.351760864,-0.021577206,-0.001725793,0.3065148,0.356200397
U,-0.020819366,-0.324776933,-0.053317603,0.009501338,-0.269044191,-0.19321689,0.000627875,-0.250780821,0.100894496,0.009972453,0.00172013,-0.092816822,-0.009972483,-0.00172013,0.092544265,0.017244577,0.178764999,-0.038221393,0.004435539,0.160145283,0.190562516,0.023403406,0.352934241,0.00393643,0.016732454,0.28891933,0.310285658
U,-0.023967534,-0.327331007,-0.06831684,0.004617691,-0.266431466,-0.221710682,-0.001864523,-0.253149852,0.110782862,0.008309722,0.001897693,-0.105324633,-0.008309692,-0.001897722,0.105112687,0.010602951,0.174506903,-0.05523609,0.00364697,0.159845829,0.231096849,0.01670301,0.353063822,-0.011470625,0.012180269,0.29009676,0.379267126
U,-0.033869207,-0.321887344,-0.066162772,-0.005634785,-0.266498834,-0.227288201,-0.003085196,-0.248545408,0.118878812,0.00506556,0.001521587,-0.107470922,-0.00506556,-0.001521587,0.107432336,0.002073884,0.17839992,-0.053791646,-0.000688791,0.165185928,0.243482858,0.011718631,0.360047698,-0.009967607,0.004033685,0.30497396,0.400336176
U,-0.044011593,-0.305549219,-0.049112473,-0.009608001,-0.259101138,-0.214416698,-0.015360147,-0.240717947,0.129910916,0.00780654,0.001138151,-0.108059473,-0.00780651,-0.001138151,0.107992195,0.005711079,0.184816062,-0.075835042,-0.002504736,0.16406101,0.248069629,0.007680655,0.36533159,-0.053809363,0.003578901,0.307048619,0.406177819
U,-0.077804387,-0.294548064,-0.080766365,-0.03641206,-0.255126983,-0.216934428,-0.043179959,-0.24130708,0.100377373,0.007004261,0.003843069,-0.101948768,-0.007004231,-0.003843039,0.101841532,-0.013118148,0.170981884,-0.067568325,-0.022669822,0.143660128,0.208004326,-0.013151765,0.354546249,-0.028303051,-0.015666693,0.301095009,0.332189828
U,-0.036345124,-0.308066666,-0.045376595,-0.002758116,-0.259183079,-0.207216218,-0.008531243,-0.241491556,0.139256135,0.006261051,0.001973033,-0.105967388,-0.006261051,-0.001973003,0.105880223,0.000413895,0.178054452,-0.074361958,-0.006926447,0.159675956,0.239628583,0.001157165,0.357650757,-0.049522456,-0.003390819,0.296640873,0.38597858
U,-0.02057302,-0.328371346,-0.11393141,0.009243011,-0.255983323,-0.225549608,-0.003188372,-0.252833873,0.114048652,0.009172499,0.00293088,-0.105726965,-0.009172499,-0.002930909,0.105587311,0.007213593,0.177228928,-0.055148583,-0.000671864,0.159413218,0.237062186,0.007714987,0.350580454,-0.012349622,0.004705191,0.296428919,0.386139303
U,-0.014539391,-0.327221364,-0.044475563,0.013391972,-0.246551752,-0.191207796,-0.002420068,-0.244263113,0.130652875,0.009755135,0.001388907,-0.100433722,-0.009755164,-0.001388878,0.100281566,0.013898075,0.177956462,-0.087562636,0.002447486,0.163366497,0.205152512,0.018989325,0.356739402,-0.071820177,0.015012145,0.287239313,0.32933557
U,-0.024471968,-0.317736641,-0.030824425,0.007573843,-0.257248208,-0.185562372,-0.0057621,-0.245187998,0.14833875,0.00862956,0.000740707,-0.102016568,-0.00862956,-0.000740707,0.101847686,0.006792605,0.179977238,-0.083276376,0.000176072,0.163325012,0.222125039,0.012980103,0.362856328,-0.068355642,0.009232163,0.288220763,0.353317291
U,-0.011602193,-0.333239943,-0.088199534,0.013221681,-0.264439315,-0.22685498,0.008401215,-0.25783743,0.09615621,0.008891642,0.003781974,-0.102014579,-0.008891642,-0.003781974,0.101779126,0.010886014,0.178011179,-0.042062756,0.002339542,0.161228061,0.23752667,0.012205839,0.358852863,0.014790067,0.010156453,0.27983439,0.396518886
U,-0.061039239,-0.289919972,-0.067792989,-0.022019118,-0.251240909,-0.216319457,-0.025992543,-0.232572019,0.123908423,0.003956914,0.003181338,-0.10720145,-0.003956944,-0.003181338,0.107146122,-0.014396191,0.181887686,-0.07419803,-0.017766863,0.158350945,0.241349116,-0.01348418,0.360926747,-0.04657061,-0.015271366,0.303704739,0.390802652
U,-0.015237331,-0.329929903,-0.073345423,0.013771176,-0.264111757,-0.218236431,0.005101621,-0.252587438,0.112696551,0.007412493,0.002576351,-0.10198684,-0.007412493,-0.002576351,0.10180746,0.011052728,0.178721845,-0.042893972,0.002196968,0.163000524,0.228353739,0.016181111,0.3593238,0.009627949,0.013335943,0.282006979,0.378276408
U,-0.043996274,-0.31467174,-0.076818012,-0.008813441,-0.260914594,-0.22024101,-0.01573649,-0.246628881,0.113697089,0.007134914,0.002214551,-0.102317303,-0.007134914,-0.002214551,0.102213256,-0.003581941,0.177887619,-0.076150276,-0.010464311,0.158522904,0.25496307,0.002824247,0.362962306,-0.0527904,-0.002381086,0.288539827,0.422214299
U,-0.016884565,-0.313713446,-0.04295167,0.012680829,-0.252737537,-0.208478346,0.014741361,-0.238389999,0.122967839,0.005933881,0.00137192,-0.099139832,-0.005933881,-0.00137192,0.098961987,0.013193429,0.182017148,-0.030479131,0.002308846,0.163718164,0.227289543,0.016189992,0.364649296,0.021339839,0.014023304,0.287731171,0.370389968
U,-0.019779623,-0.310295612,-0.053004052,0.012849808,-0.251805589,-0.214373201,0.012613237,-0.242241979,0.121020369,0.005956948,0.001688004,-0.101092629,-0.005956948,-0.001687974,0.100915462,0.01200217,0.179778576,-0.04337078,-4.45E-05,0.160230517,0.227967352,0.017721355,0.360175729,0.01275565,0.012393355,0.288178325,0.372561157
U,-0.035431713,-0.300168872,-0.043659221,0.001404226,-0.250578284,-0.208162576,-0.00416559,-0.238336504,0.144032329,0.004674196,0.001661479,-0.103018217,-0.004674196,-0.001661479,0.102948353,0.006249845,0.179967284,-0.068520151,0.003170252,0.162106454,0.225278556,0.010236561,0.360652268,-0.032982625,0.007674217,0.287117839,0.371011525
U,-0.113566488,-0.223481894,-0.091375142,-0.07157743,-0.218549609,-0.229221255,-0.070438862,-0.207386672,0.080156542,0.005474687,0.003778279,-0.100758836,-0.005474657,-0.003778279,0.100748844,-0.010140449,0.181198955,-0.06177108,-0.016233355,0.153784692,0.21862492,-0.015778273,0.356094539,-0.010460844,-0.020272106,0.305415213,0.359938323
U,-0.034269452,-0.325182065,-0.049705964,0.002437472,-0.266859964,-0.222098067,-0.002175033,-0.249396443,0.149856657,0.004855037,0.001784146,-0.11071115,-0.004855037,-0.001784146,0.110621467,-0.014654815,0.183150947,-0.060835447,-0.017534912,0.166517496,0.237459466,-0.000924289,0.365215242,-0.009184591,-0.005187154,0.307945549,0.377324075
U,-0.009469032,-0.327001393,-0.053594232,0.016230106,-0.254389316,-0.211514935,0.008212149,-0.243675053,0.143073097,0.007608056,0.001334429,-0.108460523,-0.007608056,-0.001334459,0.108308725,0.007242143,0.184952199,-0.092597768,-0.006617486,0.163091063,0.239718959,0.013183892,0.371304631,-0.078941263,0.008388281,0.297193229,0.381733835
